sample index	project	sample	experiment	run	junctions	annotated_junctions	junctions_geq_5	annotated_junctions_geq_5	overlaps	annotated_overlaps
1754	SRP007506	SRS228236	SRX084346	SRR314738	126448	116424	59698	59468	1668726	1651259
1755	SRP025982	SRS441569	SRX302239	SRR896772	171408	153506	84247	83942	2144347	2116974
1756	SRP025982	SRS441586	SRX302256	SRR896789	173045	154630	84034	83718	2106943	2079683
1757	SRP010041	SRS284306	SRX113362	SRR393010	147035	130393	56783	56401	1814291	1786191
1758	ERP009992	ERS688422	ERX912613	ERR832539	62934	58142	18864	18671	1066836	1055842
1759	SRP025982	SRS441512	SRX302183	SRR896716	175757	155776	87992	87699	2560940	2527853
1760	SRP010054	SRS284445	SRX113599	SRR393698	104730	96707	42919	42706	1107578	1094461
1761	SRP064378	SRS1096452	SRX1299061	SRR2545364	919	714	185	118	31476	6965
1762	DRP000987	DRS005796	DRX005668	DRR006456	58404	50373	14615	14252	449101	430200
1763	SRP025982	SRS441650	SRX302320	SRR896853	180647	161964	89848	89587	2363172	2332785
1764	SRP063070	SRS1051972	SRX1177337	SRR2226710	129051	118810	64043	63819	1538225	1522263
1765	ERP003933	ERS351018	ERX371732	ERR405371	157639	131852	79668	79278	2390434	2354670
1766	SRP043644	SRS649460	SRX635994	SRR1485146	122489	114632	56847	56624	2557922	2541570
1767	SRP048801	SRS719470	SRX730250	SRR1609597	130189	119898	48334	48060	1334212	1317087
1768	SRP025982	SRS442089	SRX302759	SRR897292	170385	153559	79868	79644	1856958	1831553
1769	SRP025982	SRS441711	SRX302381	SRR896914	176269	159172	86227	85978	2036189	2010156
1770	SRP058351	SRS937122	SRX1028583	SRR2026315	821	518	497	412	47681	43523
1771	ERP001828	ERS177656	ERX149412	ERR173279	92847	86157	37271	36916	851258	836609
1772	SRP041736	SRS603338	SRX534621	SRR1275247	19454	14244	10476	9914	521136	500199
1773	SRP059035	SRS951880	SRX1047570	SRR2049490	46998	41078	30839	29720	1115895	1093320
1774	SRP046226	SRS694623	SRX692922	SRR1565936	80142	76211	19524	19434	396393	390619
1775	SRP025982	SRS441635	SRX302305	SRR896838	174113	157449	85002	84774	2122987	2095881
1776	SRP036769	SRS553871	SRX466077	SRR1163054	80192	74818	19696	19513	434582	425188
1777	SRP035268	SRS528035	SRX424358	SRR1105572	142639	130843	62234	61979	1486783	1468476
1778	SRP022043	SRS417886	SRX273458	SRR837478	8	1	0	0	10	1
1779	SRP051083	SRS788348	SRX806718	SRR1706796	135690	122192	57798	57669	1170080	1152892
1780	SRP025982	SRS441668	SRX302338	SRR896871	171024	155224	80523	80324	1891921	1867102
1781	SRP051083	SRS788343	SRX806713	SRR1706778	134534	121460	55495	55378	1068860	1052209
1782	SRP003754	SRS301465	SRX130225	SRR446309	407	75	35	0	125373	81
1783	SRP033131	SRS504044	SRX379586	SRR1032894	10884	9584	382	354	17874	16075
1784	ERP008608	ERS577674	ERX623716	ERR668339	120292	111187	49631	49443	1238673	1224559
1785	SRP051083	SRS788352	SRX806721	SRR1706810	124088	112563	50601	50452	996986	981513
1786	SRP051083	SRS788365	SRX806736	SRR1706870	152385	133947	75828	75559	2097478	2071498
1787	SRP048801	SRS719409	SRX730190	SRR1609537	120452	111287	40586	40349	988173	972075
1788	SRP032942	SRS501649	SRX376715	SRR1028760	134216	123222	70137	69907	2636305	2616248
1789	SRP019810	SRS402945	SRX252542	SRR787310	56796	52584	15301	15197	335617	328897
1790	SRP056840	SRS892751	SRX977787	SRR1951726	50698	45234	11029	10768	438464	420486
1791	SRP043962	SRS651983	SRX643188	SRR1503230	2854	2368	492	453	25806	24642
1792	SRP043021	SRS629635	SRX578391	SRR1354789	128085	114686	54636	54388	1626852	1606242
1793	SRP042228	SRS833240	SRX861967	SRR1782925	122169	113378	41009	40811	941483	928067
1794	SRP049805	SRS744284	SRX759629	SRR1652479	104758	92907	29367	29207	585699	570060
1795	ERP003917	ERS349387	ERX315726	ERR342822	151612	134312	70856	70669	1501397	1478787
1796	SRP018718	SRS396310	SRX241603	SRR741950	12798	9103	2461	2320	72881	66168
1797	SRP040472	SRS581545	SRX500239	SRR1203813	14	4	0	0	18	6
1798	DRP002586	DRS019265	DRX022662	DRR025001	27078	23777	17436	16810	510205	497227
1799	SRP050992	SRS784939	SRX802778	SRR1700254	24432	22938	15708	15230	352974	344756
1800	SRP017262	SRS376470	SRX205701	SRR620047	45483	42611	5981	5937	149113	144884
1801	SRP009408	SRS280681	SRX107239	SRR372628	30	0	1	0	60	0
1802	SRP018716	SRS396272	SRX241566	SRR741892	6662	4474	826	763	21448	15984
1803	SRP020491	SRS407094	SRX259457	SRR805747	124035	110903	49955	49664	1022060	1001796
1804	SRP002128	SRS025360	SRX017935	SRR038301	43612	41328	8631	8565	175124	171283
1805	SRP064562	SRS1103328	SRX1310402	SRR2569860	109388	101132	48322	48161	992489	980635
1806	SRP041471	SRS598107	SRX528202	SRR1264339	40326	38372	3545	3526	91423	88964
1807	SRP041471	SRS598100	SRX528195	SRR1264169	39228	36859	3013	2985	82102	79057
1808	SRP041471	SRS598107	SRX528202	SRR1264344	38551	36681	3112	3088	84431	81976
1809	SRP009408	SRS280678	SRX107236	SRR372625	22	0	3	0	65	0
1810	SRP056840	SRS892730	SRX977809	SRR1951748	16696	14760	2156	1988	598210	589332
1811	SRP026690	SRS472341	SRX319695	SRR929970	27466	23702	1134	1113	49008	44592
1812	SRP043962	SRS651982	SRX643186	SRR1503228	441	52	43	9	1266	175
1813	SRP026126	SRS445960	SRX307100	SRR903205	93548	87798	30437	30369	602387	594711
1814	SRP050000	SRS747507	SRX762994	SRR1656528	45531	38512	14491	14047	501667	483102
1815	SRP033135	SRS504150	SRX379692	SRR1033002	24700	22838	17177	16612	792822	779113
1816	SRP049340	SRS732194	SRX745187	SRR1633269	135690	126046	61913	61748	1356341	1341569
1817	SRP014675	SRS352983	SRX173106	SRR531705	3107	2945	70	63	4947	4369
1818	SRP042228	SRS833258	SRX861984	SRR1782942	121617	113678	37706	37541	768914	757056
1819	SRP039359	SRS565586	SRX480740	SRR1182357	13963	12931	356	344	20808	19562
1820	SRP063840	SRS1072309	SRX1253741	SRR2431416	20340	18299	13543	13028	483870	472482
1821	SRP001371	SRS267044	SRX252289	SRR786783	91517	86697	18887	18815	356565	350378
1822	SRP050490	SRS777731	SRX794223	SRR1691328	108130	101154	43161	43012	1077360	1065887
1823	SRP066834	SRS1184113	SRX1456767	SRR2967321	18426	17045	13296	12853	607649	594075
1824	SRP043108	SRS634211	SRX589526	SRR1377153	75246	71340	20560	20467	1042702	1033286
1825	DRP002586	DRS019265	DRX022706	DRR025045	44647	39398	25921	25246	565765	552621
1826	SRP041396	SRS596992	SRX525151	SRR1259328	122516	113029	44039	43965	940209	928246
1827	SRP057196	SRS910527	SRX995975	SRR1974657	10282	7983	4977	4677	125678	118220
1828	SRP023262	SRS429762	SRX286986	SRR868866	4121	3099	463	430	26109	24492
1829	SRP057196	SRS910632	SRX995876	SRR1974558	13674	11233	5805	5286	125399	116008
1830	SRP050000	SRS747536	SRX763026	SRR1656560	43175	38599	12151	11878	403250	391406
1831	ERP006185	ERS487274	ERX509518	ERR550442	78471	74964	20786	20733	398778	392909
1832	SRP045500	SRS684347	SRX680668	SRR1551108	73413	63532	23750	23460	747099	731929
1833	SRP041675	SRS601952	SRX533098	SRR1270811	116395	109058	50223	50116	1180922	1168081
1834	SRP041736	SRS603398	SRX534681	SRR1275223	15609	10682	6701	6452	118105	110032
1835	DRP002435	DRS016933	DRX019714	DRR028351	17427	15835	13804	13487	517522	509999
1836	SRP064464	SRS1098884	SRX1304175	SRR2558143	29602	28584	18284	17941	495436	490648
1837	SRP026126	SRS445966	SRX307106	SRR903253	102269	97499	26664	26615	492835	486605
1838	SRP026126	SRS445966	SRX307106	SRR903250	102585	97759	26831	26780	495027	488705
1839	SRP055858	SRS863893	SRX900777	SRR1836123	365	89	60	0	21449	92
1840	SRP033135	SRS504208	SRX379750	SRR1033060	25180	23004	15807	15278	399973	390451
1841	SRP006575	SRS190759	SRX059694	SRR191714	2794	1517	309	295	16781	15204
1842	SRP041471	SRS598097	SRX528192	SRR1264114	43562	41530	3149	3134	90141	87715
1843	SRP039397	SRS565781	SRX481007	SRR1182597	12106	11263	1070	1043	28388	27111
1844	SRP040288	SRS577695	SRX495504	SRR1199056	25861	24294	15141	14758	356878	350437
1845	SRP064464	SRS1098881	SRX1304178	SRR2558146	28233	27363	20038	19701	454894	450296
1846	SRP028291	SRS464707	SRX328569	SRR944075	27	7	2	0	77	7
1847	SRP050499	SRS931480	SRX1021346	SRR2013541	24000	22723	18193	17756	538094	528939
1848	SRP003902	SRS118236	SRX029295	SRR070230	16	0	0	0	24	0
1849	SRP010038	SRS284219	SRX113275	SRR392878	109399	101944	41526	41392	1284686	1272416
1850	SRP062177	SRS1028579	SRX1137093	SRR2149786	52751	50781	29156	28762	620533	613656
1851	SRP040288	SRS577695	SRX495504	SRR1199059	33844	31922	14600	14376	293880	288884
1852	SRP033135	SRS504417	SRX379959	SRR1033269	20069	18951	14050	13763	496644	489387
1853	DRP002435	DRS016933	DRX019711	DRR028193	44020	40853	25591	25069	633531	622902
1854	SRP056220	SRS875024	SRX957704	SRR1917028	109884	103538	48017	47881	1002196	991854
1855	SRP001540	SRS008935	SRX014642	SRR031922	66910	63038	16078	15984	391546	384586
1856	SRP057196	SRS910258	SRX996242	SRR1974924	15531	14221	8883	8543	162062	156421
1857	SRP028887	SRS471164	SRX336157	SRR953493	887	270	3	0	964	284
1858	SRP059989	SRS977207	SRX1078964	SRR2084706	425	325	186	163	3052	2714
1859	DRP002435	DRS016933	DRX019714	DRR028394	25834	23911	17546	17077	397143	390021
1860	SRP062332	SRS1029875	SRX1143628	SRR2156846	120363	112629	46685	46586	876385	866580
1861	ERP004375	ERS481320	ERX615478	ERR659157	39285	36984	24026	23463	560919	552564
1862	SRP033135	SRS504161	SRX379703	SRR1033013	29425	27465	18666	18149	504805	496005
1863	SRP005279	SRS152392	SRX037914	SRR091653	0	0	0	0	0	0
1864	SRP061240	SRS994004	SRX1099406	SRR2105328	15	1	3	0	233	1
1865	SRP061240	SRS993973	SRX1099437	SRR2105390	4	0	2	0	28	0
1866	DRP002623	DRS019477	DRX021346	DRR023292	513	453	263	237	9602	3154
1867	SRP013402	SRS335312	SRX149684	SRR500989	5031	4191	954	918	39664	38083
1868	SRP059039	SRS952179	SRX1047775	SRR2049694	71829	67297	19512	19378	468462	460703
1869	SRP049593	SRS738582	SRX753131	SRR1643545	86366	83677	19697	19654	491007	486963
1870	SRP041471	SRS598098	SRX528193	SRR1264143	25831	25012	909	894	41670	40679
1871	SRP049593	SRS738581	SRX753129	SRR1643518	80525	78217	17146	17106	413877	410506
1872	SRP049593	SRS738566	SRX753115	SRR1643326	90887	87328	19458	19418	346468	342017
1873	SRP049593	SRS738579	SRX753128	SRR1643500	85970	83513	19555	19501	518997	514975
1874	SRP066834	SRS1184447	SRX1456955	SRR2967509	12719	11883	8944	8709	359925	353019
1875	SRP020486	SRS406729	SRX258937	SRR804688	94	0	2	0	117	0
1876	SRP050223	SRS751955	SRX767309	SRR1662004	64207	60736	5378	5358	142083	138143
1877	SRP050223	SRS751952	SRX767306	SRR1661917	60156	55720	5307	5278	136459	131353
1878	SRP050223	SRS751946	SRX767300	SRR1661733	70186	66964	8527	8503	184481	180658
1879	SRP059039	SRS952220	SRX1047735	SRR2049654	84888	79873	22195	22086	468021	459823
1880	SRP001540	SRS008925	SRX014632	SRR031912	53671	50645	13195	13104	347759	340374
1881	SRP039077	SRS563735	SRX478134	SRR1179092	106682	101907	34933	34850	690575	684195
1882	SRP010712	SRS291029	SRX131535	SRR448331	1825	1765	97	90	3477	3349
1883	SRP059172	SRS954376	SRX1050167	SRR2052741	79997	75604	18797	18729	384950	378592
1884	SRP066834	SRS1184550	SRX1456847	SRR2967401	10549	9748	7519	7238	326296	317340
1885	SRP066834	SRS1184521	SRX1456877	SRR2967431	25436	23947	15371	14945	307438	300466
1886	SRP050892	SRS782105	SRX798836	SRR1696180	43201	39681	5849	5737	130632	124242
1887	SRP059172	SRS954372	SRX1050173	SRR2052747	85585	80976	22189	22093	469547	462217
1888	SRP042249	SRS620359	SRX553018	SRR1298960	94280	89445	24491	24427	454906	448660
1889	SRP057196	SRS910246	SRX996256	SRR1974938	9478	8689	6126	5949	178779	174351
1890	SRP055153	SRS850687	SRX883405	SRR1810677	23562	22709	8817	8701	152142	149599
1891	SRP066834	SRS1184480	SRX1456920	SRR2967474	28351	26272	18292	17646	392362	382706
1892	SRP033135	SRS504325	SRX379867	SRR1033177	1665	1456	267	238	49007	47691
1893	SRP055153	SRS850662	SRX883430	SRR1810702	24117	23241	6946	6877	121831	119799
1894	SRP059172	SRS954379	SRX1050168	SRR2052742	74600	70908	16341	16280	345899	340300
1895	SRP067502	SRS1212898	SRX1491408	SRR3032323	18211	17337	2750	2731	51763	50479
1896	SRP014020	SRS348431	SRX345058	SRR965809	8307	8071	181	175	14898	14476
1897	SRP050992	SRS784735	SRX802575	SRR1700051	26396	25152	13735	13420	240882	236094
1898	SRP033566	SRS512254	SRX388367	SRR1044576	0	0	0	0	0	0
1899	SRP055153	SRS850657	SRX883435	SRR1810707	6951	6513	2321	2266	35700	34482
1900	SRP061240	SRS994053	SRX1099348	SRR2105212	7	0	2	0	76	0
1901	ERP004375	ERS481336	ERX615494	ERR659173	37212	35515	20277	19970	422214	417101
1902	SRP049820	SRS744554	SRX759906	SRR1652950	12940	12541	443	434	22248	21724
1903	SRP010181	SRS285223	SRX114858	SRR397263	47135	45680	4313	4298	116651	114813
1904	SRP050892	SRS782226	SRX798956	SRR1696300	28146	25156	2478	2433	65919	61253
1905	SRP033135	SRS504096	SRX379638	SRR1032948	36821	34814	19888	19487	420242	413751
1906	SRP067502	SRS1212438	SRX1490866	SRR3031753	33402	31413	11137	11004	185903	182042
1907	SRP050223	SRS751954	SRX767308	SRR1661959	40525	37572	1546	1532	67544	64302
1908	SRP067502	SRS1212422	SRX1490837	SRR3031707	38750	36485	9682	9625	194812	191168
1909	SRP033566	SRS512162	SRX388275	SRR1044484	0	0	0	0	0	0
1910	SRP010181	SRS285210	SRX114845	SRR397250	28098	27392	1141	1129	47930	47053
1911	SRP067502	SRS1211284	SRX1489131	SRR3028645	32280	30944	17723	17410	394444	388974
1912	ERP004375	ERS481340	ERX615498	ERR659177	40283	37404	14015	13876	245816	240788
1913	SRP010181	SRS285203	SRX114838	SRR397363	21721	20816	1416	1406	47199	46015
1914	SRP050892	SRS782245	SRX798976	SRR1696320	24333	22003	2365	2307	62721	58846
1915	SRP050331	SRS753949	SRX769799	SRR1664828	64575	62379	13468	13428	257387	253962
1916	SRP050892	SRS782123	SRX798854	SRR1696198	18346	14763	2341	2194	54948	48250
1917	SRP044715	SRS664624	SRX659592	SRR1522986	4120	3576	951	799	166200	145969
1918	SRP001540	SRS008877	SRX014584	SRR031864	49074	47470	7921	7881	165315	162727
1919	SRP058120	SRS931881	SRX1021926	SRR2014599	2327	1860	206	173	6869	5914
1920	SRP057758	SRS924593	SRX1012792	SRR2001099	71427	69108	13730	13701	252488	249651
1921	SRP038964	SRS561876	SRX476151	SRR1176921	33	13	2	1	80	18
1922	SRP001540	SRS008941	SRX014648	SRR031928	40090	38687	4741	4708	112169	110070
1923	SRP029341	SRS474672	SRX341578	SRR959685	876	424	585	370	898236	845221
1924	SRP057758	SRS924601	SRX1012784	SRR2001066	69878	67752	13319	13297	245577	242967
1925	ERP004375	ERS481331	ERX615393	ERR659072	34448	32463	13463	13280	235607	231412
1926	SRP042161	SRS617014	SRX549262	SRR1294648	515	2	31	0	965	2
1927	SRP042161	SRS617818	SRX549919	SRR1295305	518	5	23	2	974	16
1928	SRP061240	SRS994083	SRX1099318	SRR2105151	8	0	3	0	118	0
1929	SRP067502	SRS1211266	SRX1489110	SRR3028624	30631	29069	12197	11976	198657	194548
1930	SRP049599	SRS738666	SRX753305	SRR1643968	53359	51040	10357	10324	231236	228287
1931	SRP028155	SRS463456	SRX327040	SRR942147	78069	75540	17938	17909	313154	310120
1932	SRP049599	SRS738668	SRX753306	SRR1643973	51902	49720	9620	9583	220274	217532
1933	SRP049599	SRS738666	SRX753305	SRR1643969	53245	50978	10531	10496	232589	229702
1934	SRP010181	SRS285183	SRX114818	SRR397091	14175	13636	338	332	20870	20124
1935	SRP060416	SRS979885	SRX1082589	SRR2088620	9801	9362	4585	4513	67448	66162
1936	SRP004637	SRS139445	SRX031958	SRR073774	19607	19160	1198	1191	40701	40054
1937	SRP055513	SRS857319	SRX890458	SRR1818517	0	0	0	0	0	0
1938	ERP011411	ERS806057	ERX1055090	ERR978112	58957	57389	7772	7750	167337	165351
1939	ERP011411	ERS806070	ERX1055103	ERR978208	58655	57293	7397	7379	162915	161243
1940	SRP019272	SRS401342	SRX249253	SRR772633	11	5	1	0	26	5
1941	SRP042161	SRS617463	SRX549357	SRR1294743	202	2	6	0	285	3
1942	SRP019272	SRS401347	SRX249258	SRR772641	8	1	1	0	17	1
1943	SRP042161	SRS617274	SRX549605	SRR1294991	347	1	7	0	542	1
1944	SRP029341	SRS474670	SRX341577	SRR959684	748	416	511	351	580468	545673
1945	SRP042161	SRS617580	SRX549673	SRR1295059	277	1	5	0	424	1
1946	SRP060416	SRS980351	SRX1082107	SRR2088138	7249	6877	4471	4372	67091	65595
1947	SRP060416	SRS980105	SRX1082365	SRR2088396	5444	5107	3339	3266	50777	49634
1948	SRP015976	SRS366643	SRX190915	SRR578854	8	0	0	0	11	0
1949	SRP019272	SRS401351	SRX249262	SRR772649	6	3	1	0	19	3
1950	SRP012546	SRS311235	SRX144692	SRR491352	83	41	6	0	141	48
1951	SRP033566	SRS512189	SRX388302	SRR1044511	29	0	2	0	102	0
1952	SRP066834	SRS1184294	SRX1457115	SRR2967669	7433	6839	3593	3431	52076	49503
1953	SRP067502	SRS1211130	SRX1488927	SRR3028202	31756	30211	4792	4772	96762	94639
1954	SRP060416	SRS980097	SRX1082372	SRR2088403	6384	6094	3009	2947	39989	38972
1955	SRP019272	SRS401353	SRX249264	SRR772652	6	1	4	0	49	1
1956	SRP060416	SRS980122	SRX1082347	SRR2088378	8181	7819	4165	4084	59633	58363
1957	SRP060416	SRS979953	SRX1082632	SRR2088663	9393	9017	3032	2980	43143	42267
1958	SRP019272	SRS401336	SRX249247	SRR772621	4	0	3	0	32	0
1959	SRP008218	SRS261038	SRX097124	SRR343343	0	0	0	0	0	0
1960	SRP012546	SRS311244	SRX144701	SRR491361	9	3	0	0	11	4
1961	SRP060416	SRS979838	SRX1082468	SRR2088499	8297	7978	1582	1559	28300	27650
1962	SRP037722	SRS557218	SRX469986	SRR1168280	115	28	42	8	1678	181
1963	SRP057852	SRS926500	SRX1014866	SRR2003816	2850	2659	530	524	13587	13159
1964	SRP010181	SRS285147	SRX114782	SRR397127	4140	3990	114	110	5972	5714
1965	SRP041736	SRS603343	SRX534626	SRR1275258	4821	4506	2704	2583	43997	42163
1966	SRP041736	SRS603479	SRX534762	SRR1275015	20279	19634	4315	4296	79853	78721
1967	SRP049820	SRS744522	SRX759874	SRR1652918	1914	1873	11	10	2416	2358
1968	SRP012546	SRS311239	SRX144696	SRR491356	62	22	4	0	188	22
1969	SRP012546	SRS311230	SRX144687	SRR491347	1	0	0	0	1	0
1970	SRP060416	SRS980313	SRX1082147	SRR2088178	1629	1481	890	873	11568	11168
1971	SRP002326	SRS059589	SRX019298	SRR040025	5	0	0	0	9	0
1972	SRP042161	SRS617673	SRX549766	SRR1295152	867	747	2	0	948	794
1973	SRP060416	SRS980316	SRX1082145	SRR2088176	1914	1825	793	769	9743	9451
1974	SRP019272	SRS401357	SRX249268	SRR772658	2	0	0	0	3	0
1975	SRP012461	SRS310790	SRX144159	SRR490591	4156	3916	673	664	28378	27836
1976	SRP060416	SRS980349	SRX1082109	SRR2088140	3184	3070	606	597	10691	10454
1977	SRP060416	SRS980196	SRX1082269	SRR2088300	2275	2202	341	336	7009	6864
1978	SRP035554	SRS540136	SRX444760	SRR1137458	6	3	1	0	39	3
1979	SRP060416	SRS979967	SRX1082613	SRR2088644	3852	3741	134	131	6702	6549
1980	SRP015789	SRS363943	SRX187585	SRR572542	4784	4632	103	101	7129	6942
1981	SRP015789	SRS363943	SRX187585	SRR572635	4533	4382	95	92	6668	6483
1982	SRP015789	SRS363943	SRX187585	SRR572621	4503	4353	102	100	6574	6400
1983	SRP055569	SRS935079	SRX1025635	SRR2019017	60	38	22	18	1902	1793
1984	SRP041736	SRS603306	SRX534589	SRR1275379	7525	7315	323	323	12916	12671
1985	SRP012461	SRS310739	SRX144108	SRR490384	803	740	76	73	2521	2423
1986	SRP012461	SRS310784	SRX144153	SRR490564	721	673	79	78	3376	3106
1987	SRP055513	SRS857269	SRX890507	SRR1818566	0	0	0	0	0	0
1988	SRP041736	SRS603528	SRX534811	SRR1274116	1	0	0	0	1	0
1989	SRP006574	SRS190509	SRX059444	SRR191449	1	0	1	0	5	0
1990	SRP055569	SRS934969	SRX1025745	SRR2019127	17	13	6	5	320	240
1991	SRP055569	SRS859251	SRX893141	SRR1821544	25	22	19	18	1055	960
1992	DRP002435	DRS016933	DRX019715	DRR028479	380	366	7	7	542	525
1993	SRP055569	SRS935078	SRX1025636	SRR2019018	31	24	14	13	459	404
1994	SRP006574	SRS190508	SRX059443	SRR191448	0	0	0	0	0	0
1995	SRP061801	SRS1016881	SRX1124477	SRR2134523	2	0	0	0	6	0
1996	SRP061801	SRS1016795	SRX1124564	SRR2134610	3	0	0	0	3	0
1997	SRP032775	SRS499969	SRX374601	SRR1026897	329	321	2	2	437	428
1998	SRP006574	SRS190595	SRX059530	SRR191535	0	0	0	0	0	0
1999	SRP006574	SRS190592	SRX059527	SRR191532	0	0	0	0	0	0
2000	SRP033135	SRS504413	SRX379955	SRR1033265	341	335	4	4	406	399
2001	SRP042161	SRS617738	SRX549831	SRR1295217	1	0	0	0	2	0
2002	ERP005641	ERS496452	ERX615662	ERR659341	182	180	1	1	221	219
2003	ERP011490	ERS808611	ERX1055984	ERR979112	207137	164415	127117	123994	12299349	12188947
2004	ERP006077	ERS480317	ERX497819	ERR532616	470625	211601	195861	165871	52259191	51374824
2005	SRP011085	SRS295712	SRX124513	SRR424182	243586	164630	141400	130285	24697615	24411938
2006	SRP007461	SRS358730	SRX179442	SRR545715	230819	160426	169686	143822	25059091	24645485
2007	SRP001371	SRS294664	SRX343512	SRR980473	380074	233378	176071	165338	26963831	26577260
2008	SRP048630	SRS716967	SRX726150	SRR1606310	160891	149739	133801	132456	50513209	50385331
2009	SRP047065	SRS700250	SRX699969	SRR1573941	67648	62929	13610	13254	367484	253644
2010	SRP059950	SRS973954	SRX1075708	SRR2081130	242047	157643	105379	97778	10828258	10526022
2011	SRP044271	SRS659286	SRX651485	SRR1513817	232361	179085	151733	143908	40551638	40318785
2012	SRP043085	SRS633780	SRX588241	SRR1374346	195371	140981	90211	87524	3442823	3333896
2013	SRP043081	SRS639787	SRX608322	SRR1659966	296477	191688	145289	136763	23002067	22695825
2014	SRP016110	SRS366611	SRX195874	SRR593277	127596	114925	98578	97231	6171267	6126809
2015	ERP009283	ERS640276	ERX676162	ERR732465	288534	186487	140562	134811	20181621	19958624
2016	SRP026048	SRS452441	SRX314969	SRR921939	371252	226869	166872	159742	21629242	21338617
2017	SRP053296	SRS839217	SRX868359	SRR1792697	103349	89749	80554	73980	10762917	10549574
2018	ERP004151	ERS362599	ERX331259	ERR358487	325620	202218	155819	147004	29414922	29101035
2019	SRP045638	SRS686980	SRX683810	SRR1554552	314244	223439	170172	162921	23365090	23137405
2020	SRP039361	SRS565625	SRX480789	SRR2939150	268086	189863	144134	137784	29317861	29091008
2021	SRP033266	SRS506067	SRX381852	SRR1036041	331055	177622	150437	129832	18164161	17620172
2022	SRP041159	SRS591781	SRX516731	SRR1237981	334328	209538	162145	154155	20694039	20409951
2023	SRP056293	SRS876020	SRX958763	SRR1918189	186047	136918	132523	114553	12842375	12517042
2024	ERP002075	ERS202178	ERX190351	ERR215686	331560	191959	142889	134756	24338867	23853743
2025	SRP040472	SRS580306	SRX498572	SRR1201734	170300	133068	138423	122265	12162094	11930946
2026	SRP049695	SRS742687	SRX757505	SRR1649195	284991	179931	147712	135659	23323045	22969285
2027	SRP023270	SRS429983	SRX287276	SRR869306	212993	151853	101831	98338	7912294	7780272
2028	SRP056784	SRS891354	SRX976192	SRR1949834	291668	188933	139915	132601	21648443	21372340
2029	SRP051182	SRS791921	SRX810725	SRR1714485	160738	132981	99891	96028	7009593	6912194
2030	SRP043221	SRS637780	SRX599147	SRR1398561	288758	196411	142666	136910	23968407	23712985
2031	SRP030639	SRS488627	SRX361682	SRR1004853	296270	182174	143734	135933	23999222	23722466
2032	SRP058036	SRS931036	SRX1020493	SRR2014237	187491	158509	98448	97471	6299543	6244553
2033	SRP007461	SRS281641	SRX110317	SRR768414	151380	111451	59698	58651	2462387	2390759
2034	SRP065812	SRS1152634	SRX1418724	SRR2926036	276274	188570	134104	128312	16709752	16472412
2035	SRP052056	SRS816259	SRX839535	SRR1754127	311723	216095	155467	150619	18454927	18147719
2036	SRP032775	SRS562578	SRX476863	SRR1177752	191837	134798	101890	95222	6805328	6639286
2037	SRP045638	SRS686977	SRX683807	SRR1554549	288805	217045	159579	155469	14953021	14797750
2038	SRP040309	SRS718304	SRX728800	SRR1608103	162044	132065	92451	90652	5727660	5660738
2039	SRP003754	SRS351990	SRX171082	SRR527608	528	13	34	10	1640	110
2040	SRP056295	SRS876154	SRX959003	SRR1918609	343620	196434	154219	138720	14240296	13812774
2041	SRP056295	SRS876231	SRX958926	SRR1918455	329944	194266	150973	137416	16995966	16595670
2042	SRP051844	SRS812763	SRX834773	SRR1747185	227102	177994	121842	118400	8365637	8243498
2043	SRP028528	SRS467248	SRX331709	SRR948096	111689	104074	77057	76485	7539980	7509006
2044	SRP016118	SRS369271	SRX195297	SRR592577	250323	173904	120912	118276	7126758	6994999
2045	SRP056612	SRS885864	SRX970742	SRR1942948	277762	185412	139302	133221	18909726	18691938
2046	SRP056295	SRS876254	SRX958903	SRR1918409	292651	175707	138196	124209	15102207	14719632
2047	ERP009768	ERS679734	ERX779377	ERR789214	244204	138408	100580	88847	15695633	15315557
2048	SRP040472	SRS580287	SRX498521	SRR1201689	140893	94852	76926	70988	2889165	2765564
2049	SRP052978	SRS832312	SRX860728	SRR1781571	189706	151081	88141	86262	12831054	12698711
2050	SRP056197	SRS874630	SRX957221	SRR1916295	271918	180788	133628	128325	12835222	12617515
2051	SRP042620	SRS624403	SRX559857	SRR1313206	247037	187690	128333	126333	9590359	9475078
2052	ERP002045	ERS197531	ERX182690	ERR266344	306172	194137	137112	134329	10711102	10536775
2053	SRP055108	SRS846961	SRX879580	SRR1806702	246893	162537	123915	113766	9340815	8987872
2054	SRP034592	SRS516590	SRX395556	SRR1054290	239221	189546	128523	126813	8049076	7953728
2055	SRP020556	SRS518955	SRX398503	SRR1057944	159683	121352	72919	71994	2281300	2220190
2056	SRP015640	SRS416412	SRX271884	SRR835010	187471	150708	77028	76273	1401445	1345298
2057	SRP033266	SRS506079	SRX381864	SRR1036109	256880	170250	125031	118626	11874295	11656545
2058	SRP015439	SRS361134	SRX183785	SRR557139	195905	162557	112543	111502	9605162	9538814
2059	SRP009276	SRS270146	SRX105303	SRR363990	39388	26327	14152	12921	1537119	1490599
2060	SRP051844	SRS812748	SRX834758	SRR1747170	165341	140946	112853	106774	8014977	7915117
2061	SRP015640	SRS416413	SRX271886	SRR835014	220024	157679	97590	95339	7228898	7095358
2062	SRP034873	SRS523787	SRX404082	SRR1067922	217450	164197	115194	112545	11342624	11229082
