sample index	project	sample	experiment	run	junctions	annotated_junctions	junctions_geq_5	annotated_junctions_geq_5	overlaps	annotated_overlaps
302	DRP001797	DRS014280	DRX021434	DRR023469	125135	115385	62018	61788	1676372	1660402
303	SRP051472	SRS801150	SRX821404	SRR1732023	124022	113171	53468	53263	1059132	1042634
304	SRP056220	SRS875024	SRX957704	SRR1917025	127699	117440	66536	66301	1769993	1752056
305	SRP048801	SRS719410	SRX730189	SRR1609536	106060	100433	28787	28584	663307	651156
306	SRP050499	SRS931552	SRX1021274	SRR2013469	33468	31702	24945	24445	996139	982370
307	SRP066834	SRS1184114	SRX1456785	SRR2967339	17437	15831	12591	12119	648182	630030
308	DRP002586	DRS019265	DRX022658	DRR024997	34016	30441	21350	20659	595848	583599
309	SRP007508	SRS228243	SRX084353	SRR314795	1519	1042	35	13	2164	1339
310	SRP049238	SRS728402	SRX740680	SRR1622980	33110	31465	19433	18943	863743	856791
311	ERP005641	ERS496418	ERX615628	ERR659307	37597	34728	26017	25273	762472	748465
312	SRP064464	SRS1098886	SRX1304173	SRR2558141	8875	8533	5659	5524	127631	125023
313	SRP043108	SRS634217	SRX589531	SRR1377173	87359	81866	26336	26170	1468758	1454845
314	SRP066834	SRS1184614	SRX1456779	SRR2967333	9932	8749	6225	5899	450218	435720
315	SRP063059	SRS1051615	SRX1176896	SRR2225749	107516	102000	36898	36784	1206947	1198274
316	DRP002586	DRS019265	DRX022505	DRR024844	34834	31407	21856	21247	563986	553236
317	SRP056840	SRS892800	SRX977736	SRR1951675	22773	20684	3620	3396	403101	392170
318	SRP002605	SRS079395	SRX021976	SRR057532	289	146	88	52	2290	840
319	SRP019810	SRS402941	SRX252538	SRR787306	48877	46519	12865	12806	267949	264359
320	SRP025982	SRS442522	SRX303192	SRR897725	144165	134958	53724	53629	975820	962990
321	SRP006575	SRS190709	SRX059644	SRR191652	3227	1996	385	355	22438	20335
322	SRP041675	SRS601941	SRX533087	SRR1270753	123290	114223	57165	57030	1332092	1316973
323	SRP062010	SRS1023031	SRX1132503	SRR2143919	103666	98125	33353	33288	590362	583233
324	SRP033135	SRS504319	SRX379860	SRR1033170	24654	22832	16873	16389	614499	604027
325	SRP028282	SRS464628	SRX328452	SRR943909	59566	57345	13528	13489	279814	276181
326	DRP002435	DRS016933	DRX019713	DRR028582	15553	14437	10780	10558	546631	537940
327	SRP043108	SRS634213	SRX589527	SRR1377158	91924	86445	26793	26660	1283140	1270928
328	SRP006575	SRS190730	SRX059665	SRR191678	3009	1567	289	270	17658	15713
329	SRP042161	SRS617626	SRX549719	SRR1295105	27867	24763	18152	17738	371942	363213
330	SRP028291	SRS464715	SRX328576	SRR944082	41	18	2	0	60	18
331	ERP010082	ERS697294	ERX922986	ERR842905	8	0	1	0	17	0
332	SRP042161	SRS617836	SRX549971	SRR1295357	314	11	34	4	1810	142
333	SRP041736	SRS603277	SRX534560	SRR1274358	27487	25235	17585	17103	448879	440603
334	DRP002435	DRS016933	DRX019711	DRR028192	39571	36529	26722	25958	725855	713599
335	SRP054971	SRS844827	SRX876042	SRR1802125	59573	56789	17312	17221	334004	327724
336	SRP066834	SRS1184142	SRX1457278	SRR2967832	12192	11255	8390	8107	351655	343272
337	SRP049713	SRS742866	SRX757719	SRR1648590	62897	60250	16013	15955	332143	327784
338	DRP002435	DRS016933	DRX019714	DRR028384	17824	16125	14492	14113	570283	560681
339	SRP007946	SRS258816	SRX093198	SRR333660	48	1	3	0	110	1
340	SRP057196	SRS910559	SRX995942	SRR1974624	18975	16689	8857	8583	140599	135380
341	SRP041736	SRS603522	SRX534805	SRR1274103	32189	29988	21985	21445	665110	654644
342	SRP006575	SRS190739	SRX059674	SRR191690	1482	662	108	88	5412	4259
343	SRP007825	SRS257318	SRX091737	SRR330899	340	262	12	3	1270	1071
344	DRP002435	DRS016933	DRX019713	DRR028573	18834	17364	12477	12138	458594	450097
345	SRP066834	SRS1184727	SRX1456665	SRR2967219	31844	29688	14786	14357	267898	260645
346	SRP050992	SRS784998	SRX802838	SRR1700314	39315	37270	21885	21405	467478	459405
347	SRP041736	SRS603238	SRX534521	SRR1274280	34179	32163	21170	20753	531567	523868
348	SRP033135	SRS504104	SRX379647	SRR1032957	31281	29106	20571	19986	608045	597524
349	SRP033135	SRS504170	SRX379713	SRR1033023	21988	20514	14751	14343	455498	447526
350	DRP002435	DRS016933	DRX019715	DRR028488	32672	30659	20376	19931	547099	539132
351	SRP019272	SRS401336	SRX249247	SRR772623	89	1	2	0	119	1
352	SRP059989	SRS977201	SRX1078967	SRR2084709	109	74	75	59	2462	1996
353	SRP054971	SRS844828	SRX876043	SRR1802126	59335	56485	15661	15590	303633	297476
354	SRP033135	SRS504355	SRX379897	SRR1033207	32335	30664	20514	20156	632342	624731
355	SRP067502	SRS1212874	SRX1491397	SRR3032313	23424	22479	3981	3950	75921	74407
356	SRP006912	SRS211162	SRX066563	SRR223509	87473	83361	24332	24266	575740	570124
357	SRP040288	SRS577695	SRX495504	SRR1199036	31799	30048	16794	16373	347358	339804
358	SRP066834	SRS1184672	SRX1456720	SRR2967274	15451	14270	9715	9368	205677	199564
359	SRP006575	SRS190733	SRX059668	SRR191682	1285	653	166	161	5201	4470
360	SRP021193	SRS414551	SRX268765	SRR831022	58	30	8	0	241	31
361	SRP059458	SRS962046	SRX1058249	SRR2062356	2631	2287	1333	1269	426607	414952
362	SRP066834	SRS1184837	SRX1456551	SRR2967105	29797	27938	16707	16183	318881	310790
363	SRP067502	SRS1212825	SRX1491342	SRR3032259	33692	31867	8137	8084	147101	144133
364	SRP039397	SRS565790	SRX481016	SRR1182606	17221	16589	1413	1382	38390	37199
365	DRP002435	DRS016933	DRX019715	DRR028507	31176	29205	18034	17653	400903	394275
366	SRP059379	SRS959246	SRX1056632	SRR2060564	18457	17042	12207	11909	389343	382424
367	SRP059039	SRS952113	SRX1047842	SRR2049761	65887	61818	17453	17324	518112	510598
368	SRP059039	SRS952072	SRX1047677	SRR2049596	81141	76685	22351	22255	499514	492174
369	SRP041736	SRS603304	SRX534587	SRR1275374	31674	28983	17012	16603	329534	322357
370	SRP049593	SRS738583	SRX753132	SRR1643559	76864	74786	14905	14872	366092	363083
371	SRP041471	SRS598103	SRX528198	SRR1264234	21031	20172	520	506	31150	30101
372	SRP049593	SRS738572	SRX753121	SRR1643413	94259	90441	22439	22400	390281	385588
373	SRP041471	SRS598105	SRX528200	SRR1264284	18766	18201	843	828	32596	31689
374	SRP041471	SRS598099	SRX528194	SRR1264163	22778	21938	646	630	35085	34065
375	SRP041471	SRS598103	SRX528198	SRR1264239	20687	19865	565	554	30911	29922
376	SRP050499	SRS931392	SRX1021435	SRR2013630	22180	19964	14734	14006	410215	397251
377	SRP050223	SRS751957	SRX767311	SRR1662062	51737	47628	3655	3639	106685	102095
378	SRP061240	SRS993941	SRX1099471	SRR2105458	7	0	2	0	90	0
379	SRP033135	SRS504362	SRX379904	SRR1033214	30246	28548	17642	17346	372774	367041
380	SRP050892	SRS782100	SRX798832	SRR1696176	44821	41064	6445	6308	141748	134686
381	ERP004375	ERS481317	ERX615475	ERR659154	37961	35968	22746	22244	499758	492184
382	SRP059039	SRS952159	SRX1047796	SRR2049715	58684	55070	16065	15972	507096	501770
383	SRP033135	SRS504351	SRX379893	SRR1033203	22034	20689	13567	13234	343198	337293
384	SRP033566	SRS512138	SRX388251	SRR1044460	1	0	0	0	1	0
385	SRP061240	SRS993957	SRX1099453	SRR2105422	7	0	2	0	97	0
386	SRP050499	SRS931576	SRX1021250	SRR2013445	17711	14147	11084	10250	316847	278671
387	SRP037778	SRS557586	SRX470444	SRR1168868	96840	92858	27194	27132	562932	556651
388	SRP055918	SRS866546	SRX906216	SRR1850996	72001	67886	13485	13398	322571	314525
389	SRP061881	SRS1019103	SRX1127387	SRR2138053	51630	49582	9026	8998	183417	180781
390	SRP010181	SRS285249	SRX114884	SRR397229	29048	27891	2015	1996	69324	67902
391	SRP033135	SRS504416	SRX379958	SRR1033268	22792	21501	12939	12695	279696	274949
392	SRP020486	SRS406726	SRX258934	SRR804681	19	4	1	0	72	5
393	SRP066834	SRS1184437	SRX1456966	SRR2967520	7865	7309	5863	5665	247812	241034
394	SRP059039	SRS952100	SRX1047855	SRR2049774	70610	66922	16928	16852	372661	366976
395	SRP050892	SRS782232	SRX798963	SRR1696307	23509	21431	3267	3166	71152	66913
396	SRP033566	SRS512185	SRX388298	SRR1044507	5	0	0	0	6	0
397	SRP008339	SRS265164	SRX098327	SRR346518	5	0	0	0	6	0
398	SRP055918	SRS866547	SRX906236	SRR1851016	55534	52690	7679	7613	197146	191879
399	SRP050892	SRS782181	SRX798912	SRR1696256	25716	23486	2900	2826	69541	65588
400	SRP067502	SRS1211099	SRX1488911	SRR3028184	37622	35650	15972	15755	279861	274985
401	SRP040288	SRS577695	SRX495504	SRR1199089	17411	16363	7762	7601	177525	174467
402	SRP013935	SRS347106	SRX156169	SRR516209	73334	70798	16965	16933	330702	327542
403	SRP057156	SRS909273	SRX994795	SRR1973524	74116	71155	16316	16273	331112	326650
404	SRP061240	SRS993926	SRX1099486	SRR2105487	8	0	2	0	126	0
405	SRP042161	SRS617729	SRX549822	SRR1295208	374	9	22	0	776	16
406	SRP058120	SRS931891	SRX1021917	SRR2014590	1747	1302	139	113	5057	4045
407	SRP045999	SRS693420	SRX690951	SRR1562737	88063	84777	19760	19728	357215	352894
408	SRP058840	SRS948546	SRX1042152	SRR2044047	12799	11760	2737	2684	115267	112178
409	SRP033135	SRS504405	SRX379948	SRR1033258	24652	23367	10844	10678	191615	188318
410	SRP040288	SRS577695	SRX495504	SRR1199091	903	788	289	264	8569	7761
411	SRP002605	SRS079386	SRX021967	SRR057514	2606	2482	15	12	3041	2872
412	SRP050992	SRS784946	SRX802786	SRR1700262	35784	34263	8853	8804	156948	154232
413	SRP002915	SRS085372	SRX023885	SRR060893	0	0	0	0	0	0
414	SRP042161	SRS617763	SRX549864	SRR1295250	388	3	20	1	759	10
415	SRP042161	SRS617721	SRX549814	SRR1295200	370	9	12	0	653	16
416	ERP007170	ERS559139	ERX604307	ERR647962	2072	1929	1602	1554	35265	34452
417	SRP064863	SRS1117483	SRX1341952	SRR2672228	0	0	0	0	0	0
418	SRP033248	SRS505887	SRX381510	SRR1035638	23	11	5	0	100	11
419	SRP042161	SRS617504	SRX549936	SRR1295322	438	9	11	1	620	16
420	SRP010181	SRS285177	SRX114812	SRR397085	15402	14883	388	382	22983	22355
421	SRP037775	SRS557546	SRX470404	SRR1168770	69278	66918	11899	11876	240408	237658
422	SRP028155	SRS463459	SRX327042	SRR942162	79345	76738	17907	17883	312033	308974
423	SRP037775	SRS557545	SRX470403	SRR1168762	75128	72314	14505	14476	278131	274835
424	SRP028155	SRS463457	SRX327039	SRR942138	76774	74399	16886	16855	295652	292749
425	SRP028155	SRS463455	SRX327038	SRR942130	76124	73721	17134	17109	301007	298149
426	SRP049599	SRS738666	SRX753305	SRR1643963	53278	50965	10425	10390	233601	230681
427	SRP049599	SRS738668	SRX753306	SRR1643980	51062	48967	9350	9318	215635	213000
428	SRP042161	SRS617190	SRX549396	SRR1294782	307	2	15	0	626	2
429	SRP042161	SRS617365	SRX549518	SRR1294904	130	4	5	1	253	21
430	SRP008218	SRS261040	SRX097126	SRR343345	0	0	0	0	0	0
431	SRP001313	SRS006761	SRX012263	SRR029132	39	11	2	0	66	13
432	SRP058773	SRS947567	SRX1040932	SRR2042656	236	6	6	1	330	18
433	SRP042161	SRS617183	SRX549389	SRR1294775	277	3	12	0	452	3
434	SRP061240	SRS994023	SRX1099387	SRR2105289	6	0	2	0	62	0
435	SRP037722	SRS557201	SRX469970	SRR1168264	224	44	87	13	11568	374
436	SRP029889	SRS479338	SRX348562	SRR976246	25	0	1	0	37	0
437	SRP050992	SRS784710	SRX802550	SRR1700026	26976	25945	6942	6858	114501	112269
438	SRP010181	SRS285253	SRX114888	SRR397293	31506	30609	1266	1257	55068	54040
439	ERP011411	ERS806063	ERX1055096	ERR978157	56337	54852	7757	7733	166332	164363
440	ERP011411	ERS806074	ERX1055107	ERR978234	55279	53884	6797	6778	149525	147716
441	SRP007947	SRS258860	SRX093242	SRR333704	2	0	1	0	11	0
442	SRP060416	SRS979929	SRX1082659	SRR2088690	8810	8375	4074	3975	54730	53311
443	SRP003611	SRS115067	SRX027124	SRR066434	10757	10135	772	762	24670	23866
444	SRP008218	SRS261042	SRX097128	SRR343347	0	0	0	0	0	0
445	SRP003611	SRS115071	SRX027128	SRR066457	12378	11896	860	851	28137	27497
446	SRP059775	SRS969265	SRX1069771	SRR2074738	19928	19178	2979	2957	60722	59468
447	SRP059775	SRS969224	SRX1069813	SRR2074780	1026	869	113	102	3421	2929
448	SRP055153	SRS850699	SRX883393	SRR1810665	1854	1768	391	388	6979	6851
449	ERP006368	ERS506245	ERX524192	ERR565164	2429	1606	34	23	2993	1988
450	SRP060416	SRS980158	SRX1082309	SRR2088340	4320	4068	2779	2730	44155	43353
451	SRP019272	SRS401228	SRX249139	SRR772421	13	4	4	0	65	4
452	SRP059775	SRS969254	SRX1069783	SRR2074750	1118	965	137	123	3707	3233
453	SRP040421	SRS579461	SRX497467	SRR1200702	108	88	46	43	4000	3605
454	SRP042161	SRS617179	SRX549385	SRR1294771	165	1	4	0	229	1
455	SRP002079	SRS011898	SRX017370	SRR037171	27359	26064	2458	2448	61903	60220
456	SRP059775	SRS969243	SRX1069793	SRR2074760	18203	17588	2380	2361	53736	52671
457	SRP010279	SRS285634	SRX115512	SRR398207	753	462	254	228	3576	2985
458	SRP066834	SRS1184287	SRX1457122	SRR2967676	9669	9144	5144	5008	83792	81661
459	SRP059775	SRS969258	SRX1069779	SRR2074746	4598	4406	311	297	10047	9497
460	ERP006368	ERS506248	ERX524195	ERR565156	844	426	9	2	970	468
461	SRP066834	SRS1184323	SRX1457086	SRR2967640	7993	7500	3934	3803	54164	52423
462	SRP033566	SRS512224	SRX388337	SRR1044546	3	0	0	0	4	0
463	SRP015764	SRS363214	SRX187124	SRR570432	19051	18565	1084	1075	36115	35524
464	SRP042161	SRS616918	SRX549165	SRR1294551	220	2	9	1	420	8
465	SRP019272	SRS401267	SRX249178	SRR772496	3	1	1	0	7	1
466	SRP019272	SRS401233	SRX249144	SRR772433	10	2	1	0	29	2
467	SRP060416	SRS980010	SRX1082565	SRR2088596	5230	5023	1123	1101	18725	18263
468	SRP041471	SRS598096	SRX528191	SRR1264090	7964	7713	58	58	10418	10126
469	SRP061240	SRS994063	SRX1099338	SRR2105191	5	1	1	0	25	1
470	SRP060416	SRS979939	SRX1082649	SRR2088680	5568	5334	1055	1040	19453	18967
471	SRP059775	SRS969130	SRX1069901	SRR2074868	497	411	42	35	1376	1156
472	SRP060416	SRS980004	SRX1082572	SRR2088603	5785	5539	957	937	17736	17203
473	SRP019272	SRS401313	SRX249224	SRR772581	7	0	1	0	17	0
474	SRP034586	SRS516524	SRX395490	SRR1054217	25	9	2	0	59	9
475	SRP041736	SRS603322	SRX534605	SRR1275347	4765	4458	2181	2120	30315	29286
476	SRP060416	SRS980031	SRX1082542	SRR2088573	4882	4708	533	523	12618	12285
477	SRP049820	SRS744533	SRX759885	SRR1652929	4242	4143	55	54	5686	5575
478	ERP006368	ERS506235	ERX524182	ERR565154	287	135	0	0	361	164
479	DRP002435	DRS016933	DRX019714	DRR028416	432	364	9	8	1211	1123
480	SRP060416	SRS979767	SRX1082097	SRR2088128	3161	3062	406	401	8781	8596
481	SRP033135	SRS504200	SRX379743	SRR1033053	1413	1324	157	150	9088	7946
482	SRP030617	SRS488161	SRX360984	SRR1003795	4377	4247	152	148	7314	7104
483	SRP031496	SRS491821	SRX365447	SRR1013434	23	13	3	0	68	13
484	SRP015789	SRS363943	SRX187585	SRR572528	4484	4304	111	108	6635	6407
485	SRP012461	SRS310752	SRX144121	SRR490439	2023	1905	220	219	8327	8112
486	SRP012461	SRS310744	SRX144113	SRR490406	1643	1579	272	265	8845	8495
487	SRP055569	SRS859347	SRX893044	SRR1821447	76	62	43	39	2681	2561
488	SRP055569	SRS934991	SRX1025723	SRR2019105	10	5	5	4	115	97
489	SRP055569	SRS859151	SRX893242	SRR1821645	53	40	30	28	1773	1654
490	SRP012461	SRS310705	SRX144074	SRR490250	1107	1066	132	131	3827	3756
491	SRP067502	SRS1211343	SRX1489183	SRR3028697	2193	2116	33	33	2976	2885
492	SRP006574	SRS190538	SRX059473	SRR191478	0	0	0	0	0	0
493	SRP055569	SRS859098	SRX893294	SRR1821697	20	19	11	11	1449	1448
494	SRP006574	SRS190513	SRX059448	SRR191453	0	0	0	0	0	0
495	DRP002435	DRS016933	DRX019715	DRR028480	448	435	4	4	579	563
496	SRP055569	SRS934954	SRX1025760	SRR2019142	14	10	6	6	1067	1059
497	DRP002435	DRS016933	DRX019715	DRR028509	283	270	2	2	360	344
498	SRP006574	SRS190500	SRX059435	SRR191440	0	0	0	0	0	0
499	SRP055569	SRS935054	SRX1025660	SRR2019042	11	9	3	3	32	28
500	SRP033135	SRS504085	SRX379627	SRR1032937	428	423	5	5	546	540
501	SRP043273	SRS638458	SRX603376	SRR1409978	358055	189221	192331	150458	70535820	69466753
502	SRP057118	SRS908013	SRX993406	SRR1971631	438814	233931	197359	174778	65317632	64370929
503	SRP011085	SRS295604	SRX123786	SRR420194	255077	171850	187506	156161	72842617	72210576
504	SRP011085	SRS295701	SRX124503	SRR423955	233807	157019	161976	142466	36022657	35645086
505	SRP042184	SRS618270	SRX550533	SRR1296022	359179	229815	190845	175226	43526252	43060015
506	SRP058435	SRS938605	SRX1030322	SRR2029840	180074	141331	159000	135247	47192932	46671949
507	SRP055512	SRS857228	SRX890418	SRR1822181	259589	195868	155507	148158	21433283	21190195
508	SRP009316	SRS281409	SRX110068	SRR387448	282139	177637	138195	126982	24253670	23870506
509	SRP040472	SRS580434	SRX498792	SRR1201982	205556	153581	133479	125183	12016636	11821907
510	SRP042597	SRS896157	SRX981355	SRR1955853	27959	23986	4006	3498	837123	116628
511	SRP056330	SRS877024	SRX959879	SRR1919599	357846	207507	156479	145621	29614944	29251669
512	SRP015003	SRS359271	SRX180608	SRR546585	205301	160572	104336	101990	3984519	3889124
513	SRP010678	SRS290853	SRX118283	SRR403881	271466	170759	141652	128088	27228573	26596289
514	SRP042620	SRS624265	SRX559721	SRR1313070	262600	176700	125767	122451	12738149	12576927
515	SRP007560	SRS241994	SRX084789	SRR316212	245313	179247	124007	119392	30560954	30353542
516	SRP056330	SRS877019	SRX959884	SRR1919604	392416	209159	161345	146058	25008321	24553803
517	SRP053296	SRS839207	SRX868367	SRR1792705	86150	79392	79253	75069	10343676	10201820
518	SRP056696	SRS888613	SRX973334	SRR1946648	282384	181685	148268	134917	21128440	20804105
519	SRP009029	SRS267437	SRX101662	SRR354040	269039	181918	140952	136138	29275861	29065075
520	SRP009316	SRS281398	SRX110057	SRR387437	261329	169073	120089	113111	15798694	15470085
521	SRP056696	SRS888607	SRX973340	SRR1946654	333978	197083	146877	138019	21014584	20600547
522	SRP050493	SRS778037	SRX794530	SRR1691647	384372	200621	166768	143777	26029658	25404787
523	SRP032989	SRS502338	SRX377462	SRR1029601	293035	185697	139315	132350	22409713	22155454
524	SRP052896	SRS829449	SRX857498	SRR1777864	297741	208679	163676	154474	25880585	25585175
525	SRP050146	SRS750207	SRX765930	SRR1660315	258430	181863	157881	143229	18292210	17977790
526	DRP000499	DRS001141	DRX001127	DRR001632	284428	197623	134410	131694	10115831	9966758
527	SRP040472	SRS580308	SRX498576	SRR1201739	231382	159901	130823	123612	11624609	11406444
528	SRP032775	SRS562494	SRX476778	SRR1177667	193233	135929	103415	96994	7421958	7257954
529	ERP007185	ERS561062	ERX605400	ERR649046	181927	106554	79257	70143	3028484	2822757
530	SRP041057	SRS590779	SRX514565	SRR1230841	26721	23588	3732	3567	108346	95935
531	SRP056295	SRS876218	SRX958939	SRR1918481	320809	187478	147430	133302	19147853	18756578
532	SRP052763	SRS825283	SRX850895	SRR1770388	123599	108204	92556	86269	17559411	17442771
533	SRP038863	SRS561021	SRX475249	SRR1175199	231985	177612	133969	130947	25149006	24980223
534	SRP026600	SRS455409	SRX318454	SRR926684	289293	183315	152667	141004	25072077	24760666
535	SRP064259	SRS1094720	SRX1293354	SRR2532381	235182	172166	123408	120243	11728746	11552217
536	SRP056295	SRS876233	SRX958924	SRR1918452	302565	180383	142757	130851	14222475	13889563
537	SRP028912	SRS471490	SRX336859	SRR954241	181007	102713	44020	42984	1094518	986550
538	SRP029591	SRS552828	SRX464621	SRR1161045	296235	203998	149518	144116	20749695	20481117
539	SRP056295	SRS876217	SRX958940	SRR1918483	314437	186859	145654	131607	13876436	13495308
540	SRP053004	SRS832926	SRX861645	SRR1782587	185035	102367	124363	81771	13229807	11376331
541	SRP051628	SRS805394	SRX825889	SRR1737045	245727	168828	124029	119774	11882749	11709470
542	SRP049695	SRS742673	SRX757491	SRR1648326	288868	204807	149878	144273	18191565	17951371
543	SRP032775	SRS562561	SRX476846	SRR1177735	209872	141981	92792	90149	4332480	4207818
544	SRP056295	SRS876168	SRX958990	SRR1918584	314823	190443	148447	136166	16357205	16002148
545	SRP028528	SRS467264	SRX331725	SRR948112	121910	113730	84450	83813	7391401	7358576
546	SRP062444	SRS1036264	SRX1152962	SRR2166636	261857	171948	121670	118224	7902034	7743867
547	SRP049097	SRS724956	SRX737047	SRR1617432	224788	153062	94049	92442	2494327	2384452
548	SRP022028	SRS417726	SRX273283	SRR836530	298650	208208	154998	150439	15059840	14873204
549	SRP060650	SRS987163	SRX1091564	SRR2096447	255335	180716	134465	130875	15282303	15119524
