project	sample	experiment	run	read count as reported by SRA	reads aligned	proportion of reads reported by SRA aligned	paired-end	SRA misreported paired-end
SRP017305	SRS592131	SRX517305	SRR1238550	322495852	322495851	0.999999996899	1	0
SRP058667	SRS944809	SRX1037594	SRR2039199	103513502	103513501	0.999999990339	1	0
SRP058667	SRS944808	SRX1037595	SRR2039200	100946694	100946693	0.999999990094	1	0
SRP053052	SRS834193	SRX863257	SRR1784316	468542346	468542325	0.99999995518	1	0
SRP015761	SRS363197	SRX187117	SRR570309	386664660	386664639	0.999999945689	1	0
SRP015761	SRS363196	SRX187116	SRR570308	285096588	285096567	0.999999926341	1	0
ERP006216	ERS533686	ERX703972	ERR759342	55647844	55647834	0.999999820299	1	0
ERP006215	ERS529334	ERX675396	ERR731450	70954384	70954366	0.999999746316	1	0
ERP006533	ERS515478	ERX530477	ERR571491	44543170	44543158	0.999999730598	1	0
SRP062773	SRS1044099	SRX1162900	SRR2180201	186303312	186303246	0.999999645739	1	0
SRP062773	SRS1044101	SRX1162901	SRR2180202	175833250	175833182	0.99999961327	1	0
ERP006216	ERS497085	ERX642475	ERR698036	49103776	49103752	0.999999511239	1	0
SRP062773	SRS1044100	SRX1162899	SRR2180200	168454156	168453192	0.999994277375	1	0
SRP062773	SRS1044102	SRX1162898	SRR2180199	177774294	177773204	0.99999386863	1	0
SRP062773	SRS1044103	SRX1162897	SRR2180198	146923956	146922622	0.999990920473	1	0
SRP062773	SRS1044104	SRX1162896	SRR2180197	205208562	205206558	0.999990234326	1	0
SRP062773	SRS1044108	SRX1162892	SRR2180193	183050750	183048434	0.999987347771	1	0
SRP062773	SRS1044107	SRX1162893	SRR2180194	169853254	169850968	0.999986541323	1	0
SRP062773	SRS1044097	SRX1162903	SRR2180204	192838320	192835718	0.999986506831	1	0
SRP045569	SRS685957	SRX682454	SRR1552929	127738582	127736846	0.999986409744	1	0
SRP045569	SRS685949	SRX682446	SRR1552921	81426422	81425291	0.99998611016	1	0
SRP062773	SRS1044098	SRX1162902	SRR2180203	142048516	142046500	0.999985807666	1	0
SRP045569	SRS685950	SRX682447	SRR1552922	136593388	136591447	0.999985789942	1	0
SRP045569	SRS685947	SRX682444	SRR1552919	123411050	123409293	0.999985763025	1	0
SRP045569	SRS685946	SRX682443	SRR1552918	94324288	94322886	0.999985136384	1	0
SRP045569	SRS685958	SRX682455	SRR1552930	85954710	85953421	0.99998500373	1	0
SRP045569	SRS685961	SRX682458	SRR1552933	119841864	119840016	0.999984579679	1	0
SRP045569	SRS685956	SRX682453	SRR1552928	75182880	75181696	0.999984251734	1	0
SRP045569	SRS685948	SRX682445	SRR1552920	81235780	81234394	0.999982938552	1	0
SRP045569	SRS685952	SRX682449	SRR1552924	102424152	102422391	0.99998280679	1	0
SRP028528	SRS467259	SRX331720	SRR948107	246063296	246059023	0.999982634549	1	0
SRP045569	SRS685954	SRX682451	SRR1552926	84341012	84339532	0.999982452191	1	0
SRP045569	SRS685963	SRX682460	SRR1552935	132283806	132281481	0.999982424153	1	0
SRP045569	SRS685959	SRX682456	SRR1552931	90379578	90377925	0.99998171047	1	0
SRP045569	SRS685960	SRX682457	SRR1552932	81163754	81162261	0.999981605089	1	0
SRP045569	SRS685951	SRX682448	SRR1552923	67468680	67467364	0.999980494653	1	0
SRP045569	SRS685964	SRX682461	SRR1552936	75641634	75640148	0.999980354734	1	0
SRP045569	SRS685953	SRX682450	SRR1552925	76773826	76772255	0.999979537297	1	0
SRP045569	SRS685967	SRX682464	SRR1552939	96631628	96629611	0.999979126917	1	0
SRP045569	SRS685962	SRX682459	SRR1552934	50326256	50325187	0.999978758603	1	0
SRP045569	SRS685955	SRX682452	SRR1552927	117585184	117582582	0.999977871362	1	0
SRP045569	SRS685965	SRX682462	SRR1552937	84448864	84446991	0.999977820898	1	0
SRP045569	SRS685966	SRX682463	SRR1552938	85220656	85218762	0.999977775341	1	0
ERP007111	ERS754028	ERX993449	ERR914325	45236232	45234934	0.999971306187	1	0
SRP062773	SRS1044105	SRX1162895	SRR2180196	194036390	194029638	0.999965202404	1	0
SRP062773	SRS1044106	SRX1162894	SRR2180195	170545514	170538814	0.999960714299	1	0
SRP061880	SRS1018473	SRX1127381	SRR2138038	53666768	53663638	0.999941677129	1	0
SRP061880	SRS1018469	SRX1127382	SRR2138039	64155728	64151628	0.999936093002	1	0
SRP061880	SRS1018475	SRX1127377	SRR2138034	48496804	48493688	0.999935748343	1	0
SRP061880	SRS1018471	SRX1127379	SRR2138036	49063764	49060476	0.999932985166	1	0
SRP061880	SRS1018472	SRX1127380	SRR2138037	60704754	60700348	0.999927419194	1	0
SRP028528	SRS467253	SRX331714	SRR948101	168984412	168971975	0.999926401496	1	0
SRP028528	SRS467245	SRX331706	SRR948093	207878818	207863185	0.999924797533	1	0
SRP028528	SRS467246	SRX331707	SRR948094	177651852	177638153	0.999922888504	1	0
SRP028528	SRS467244	SRX331705	SRR948092	176882486	176868734	0.999922253467	1	0
SRP028528	SRS467252	SRX331713	SRR948100	172564304	172550665	0.999920962797	1	0
SRP028528	SRS467266	SRX331727	SRR948114	134220716	134209995	0.999920124104	1	0
SRP061880	SRS1018470	SRX1127383	SRR2138040	57226704	57222058	0.999918814126	1	0
SRP028528	SRS467255	SRX331716	SRR948103	214308578	214291026	0.999918099405	1	0
SRP028528	SRS467264	SRX331725	SRR948112	185579842	185564148	0.999915432625	1	0
SRP028528	SRS467256	SRX331717	SRR948104	141374472	141362510	0.999915387836	1	0
SRP028528	SRS467265	SRX331726	SRR948113	354255812	354225001	0.999913026127	1	0
SRP028528	SRS467263	SRX331724	SRR948111	162799654	162785271	0.999911652146	1	0
SRP028528	SRS467248	SRX331709	SRR948096	194289992	194272620	0.999910587263	1	0
SRP028528	SRS467247	SRX331708	SRR948095	172344208	172328157	0.999906866612	1	0
SRP028528	SRS467254	SRX331715	SRR948102	137092790	137079206	0.999900913826	1	0
SRP028528	SRS467262	SRX331723	SRR948110	197919774	197900006	0.999900121147	1	0
SRP028528	SRS467251	SRX331712	SRR948099	280490920	280461748	0.999895996633	1	0
SRP028528	SRS467257	SRX331718	SRR948105	155671044	155654823	0.999895799504	1	0
SRP049967	SRS745864	SRX761329	SRR1654793	115778678	115766177	0.999892026751	1	0
SRP028528	SRS467258	SRX331719	SRR948106	150836876	150819725	0.999886294383	1	0
SRP028528	SRS467261	SRX331722	SRR948109	182491694	182470333	0.999882948097	1	0
SRP028528	SRS467250	SRX331711	SRR948098	206883722	206859314	0.999882020684	1	0
SRP061880	SRS1018476	SRX1127376	SRR2138033	54480102	54473636	0.999881314466	1	0
SRP028528	SRS467269	SRX331730	SRR948117	216681654	216655937	0.999881314364	1	0
SRP028528	SRS467249	SRX331710	SRR948097	202878810	202854722	0.99988126902	1	0
SRP028528	SRS467267	SRX331728	SRR948115	188313394	188288112	0.999865745078	1	0
SRP028528	SRS467260	SRX331721	SRR948108	187551680	187526435	0.9998653971	1	0
SRP028528	SRS467268	SRX331729	SRR948116	169190582	169167496	0.999863550325	1	0
SRP063460	SRS1059958	SRX1205451	SRR2414436	197885934	197834787	0.999741532918	1	0
SRP045785	SRS689553	SRX686740	SRR1557953	121777284	121732139	0.999629282256	1	0
SRP063460	SRS1059955	SRX1205453	SRR2414417	155144910	155057355	0.999435656639	1	0
SRP063460	SRS1059954	SRX1205454	SRR2414416	144338116	144250757	0.999394761395	1	0
SRP045785	SRS689555	SRX686742	SRR1557954	66769298	66722487	0.9992989143	1	0
SRP063460	SRS1059957	SRX1205450	SRR2414435	183420944	183286963	0.999269543613	1	0
SRP063460	SRS1059953	SRX1205455	SRR2299424	108227414	108137359	0.999167909528	1	0
ERP002063	ERS199527	ERX185629	ERR210964	16871828	16855584	0.999037211617	1	0
ERP002063	ERS199519	ERX185621	ERR210956	18795074	18773743	0.998865074966	1	0
ERP002063	ERS199520	ERX185622	ERR210957	17035032	17014416	0.998789788009	1	0
ERP002063	ERS199523	ERX185625	ERR210960	17895046	17872242	0.998725680839	1	0
ERP002063	ERS199531	ERX185633	ERR210968	110730270	110583811	0.998677335475	1	0
SRP061397	SRS1008701	SRX1114575	SRR2121907	540280	539562	0.998671059451	1	0
SRP063460	SRS1059956	SRX1205452	SRR2414418	86905152	86788787	0.99866101149	1	0
SRP061397	SRS1008700	SRX1114577	SRR2121909	254562	254211	0.998621161053	1	0
ERP002063	ERS199528	ERX185630	ERR210965	32380192	32334844	0.998599514172	1	0
ERP002063	ERS199522	ERX185624	ERR210959	22469982	22438028	0.998577924985	1	0
ERP002063	ERS199518	ERX185620	ERR210955	20182236	20147804	0.99829394523	1	0
ERP002063	ERS199524	ERX185626	ERR210961	32680358	32622065	0.99821626801	1	0
ERP002063	ERS199525	ERX185627	ERR210962	33304102	33243159	0.998170105292	1	0
SRP061397	SRS1008702	SRX1114576	SRR2121908	228844	228394	0.998033594938	1	0
ERP002063	ERS199526	ERX185628	ERR210963	30681638	30618505	0.997942319768	1	0
ERP002063	ERS199517	ERX185619	ERR210954	32595712	32523743	0.997792071546	1	0
ERP002063	ERS199515	ERX185617	ERR210952	23212584	23161201	0.997786416196	1	0
ERP002063	ERS199516	ERX185618	ERR210953	31819130	31678595	0.995583317331	1	0
SRP033351	SRS508582	SRX384359	SRR1039522	56813624	56540311	0.995189305298	1	0
SRP029656	SRS477792	SRX346859	SRR972710	442817360	440384621	0.994506224869	1	0
ERP002063	ERS199530	ERX185632	ERR210967	105112096	104414913	0.99336724291	1	0
ERP002063	ERS199529	ERX185631	ERR210966	113095752	112298579	0.99295134445	1	0
SRP067934	SRS1229393	SRX1508999	SRR3067478	78212254	77278791	0.988065003215	1	0
SRP050551	SRS779728	SRX796283	SRR1693455	87388448	86246205	0.986929130496	1	0
SRP050551	SRS779730	SRX796284	SRR1693456	75850906	74801255	0.986161655076	1	0
SRP067934	SRS1229389	SRX1509002	SRR3067481	52416398	51679656	0.985944436701	1	0
SRP048685	SRS716965	SRX726148	SRR1604863	48579888	47857214	0.98512400852	1	0
SRP050551	SRS779738	SRX796293	SRR1693465	63048658	62072054	0.984510312654	1	0
SRP050551	SRS779739	SRX796294	SRR1693466	57526316	56618725	0.984223029335	1	0
SRP058626	SRS943765	SRX1036676	SRR2037305	69110076	67994979	0.983864914285	1	0
SRP028530	SRS467294	SRX331763	SRR948152	975669	959468	0.98339498334	0	0
SRP050551	SRS779734	SRX796289	SRR1693461	65330966	64235946	0.983238882462	1	0
SRP044271	SRS659287	SRX651480	SRR1513812	307984952	302754232	0.983016313083	1	0
SRP058626	SRS943780	SRX1036661	SRR2037290	73754340	72454760	0.982379613186	1	0
SRP048685	SRS716958	SRX726140	SRR1604817	43190732	42421376	0.982187011788	1	0
SRP058626	SRS943771	SRX1036670	SRR2037299	66974320	65745093	0.981646293684	1	0
SRP048685	SRS716961	SRX726145	SRR1604815	54752594	53736461	0.98144137244	1	0
SRP050551	SRS779735	SRX796290	SRR1693462	60396234	59260991	0.981203414107	1	0
SRP050551	SRS779741	SRX796295	SRR1693467	48177958	47260318	0.980953115531	1	0
SRP050551	SRS779733	SRX796287	SRR1693459	64919508	63672468	0.980790981965	1	0
SRP058626	SRS943762	SRX1036679	SRR2037308	49764732	48805191	0.980718453382	1	0
SRP040998	SRS589600	SRX512230	SRR1220161	91148046	89387821	0.980688285956	1	1
SRP050551	SRS779736	SRX796291	SRR1693463	56361622	55268242	0.980600629272	1	0
SRP044271	SRS659277	SRX651475	SRR1513807	207015090	202961402	0.980418393654	1	0
SRP048685	SRS716956	SRX726139	SRR1604814	50872256	49858256	0.980067720999	1	0
SRP027538	SRS462045	SRX325681	SRR940248	303944636	297764514	0.979666948293	1	0
SRP050551	SRS779740	SRX796296	SRR1693468	50008170	48990413	0.979648185486	1	0
SRP044271	SRS659275	SRX651473	SRR1513805	97977888	95960865	0.979413487664	1	0
SRP044271	SRS659279	SRX651477	SRR1513809	187743024	183841054	0.979216431498	1	0
SRP048685	SRS716964	SRX726147	SRR1604820	64376676	63033671	0.97913832954	1	0
SRP050551	SRS779729	SRX796285	SRR1693457	60103518	58849271	0.979131887089	1	0
SRP028530	SRS467588	SRX331825	SRR948158	2051895	2009075	0.979131485773	0	0
SRP040998	SRS589620	SRX512249	SRR1220180	89775742	87890604	0.979001699591	1	1
SRP040998	SRS589624	SRX512253	SRR1220184	90121356	88206338	0.978750674812	1	1
SRP050551	SRS779744	SRX796298	SRR1693470	62580562	61241947	0.978609731884	1	0
SRP048685	SRS716960	SRX726143	SRR1604818	37045876	36250764	0.978537098164	1	0
SRP048685	SRS716959	SRX726142	SRR1604811	49774856	48701364	0.978433046597	1	0
SRP058626	SRS943768	SRX1036673	SRR2037302	49259288	48184571	0.978182449572	1	0
SRP050551	SRS779742	SRX796297	SRR1693469	57083122	55835647	0.978146342451	1	0
SRP058626	SRS943759	SRX1036682	SRR2037311	54174756	52990679	0.978143381024	1	0
SRP050551	SRS779743	SRX796299	SRR1693471	42819518	41880384	0.978067618603	1	0
SRP050551	SRS779722	SRX796278	SRR1693450	59769370	58419447	0.977414468314	1	0
SRP050551	SRS779731	SRX796286	SRR1693458	59995792	58640424	0.977408948948	1	0
SRP050551	SRS779737	SRX796292	SRR1693464	45883902	44827072	0.97696730326	1	0
SRP050551	SRS779745	SRX796300	SRR1693472	67867768	66304149	0.976960801186	1	0
SRP048685	SRS716963	SRX726146	SRR1604819	29793002	29100520	0.976756890762	1	0
SRP050551	SRS779727	SRX796280	SRR1693452	65012866	63486947	0.976528968897	1	0
SRP058626	SRS943777	SRX1036664	SRR2037293	69700316	68063366	0.976514453679	1	0
ERP002021	ERS196422	ERX179714	ERR205028	96620078	94338608	0.97638720598	1	0
SRP050551	SRS779723	SRX796277	SRR1693449	58588044	57194252	0.976210299835	1	0
SRP044271	SRS659280	SRX651478	SRR1513810	185140096	180728268	0.976170326713	1	0
ERP002021	ERS196426	ERX179718	ERR205031	103754834	101264381	0.975996752113	1	0
SRP044271	SRS659273	SRX651471	SRR1513803	97034510	94695973	0.975899945288	1	0
SRP058626	SRS943774	SRX1036667	SRR2037296	48999180	47814034	0.975812942176	1	0
SRP050551	SRS779732	SRX796288	SRR1693460	60564858	59098346	0.975786090343	1	0
ERP002021	ERS196427	ERX179719	ERR205034	94322524	92017680	0.975564224723	1	0
SRP058626	SRS943789	SRX1036652	SRR2037281	59848078	58383330	0.975525563244	1	0
SRP064863	SRS1117483	SRX1341952	SRR2672228	2282738	2226651	0.975429944216	1	0
SRP064863	SRS1117472	SRX1341946	SRR2672113	37568978	36619873	0.974737002428	1	0
ERP002021	ERS196424	ERX179716	ERR205024	101711408	99103220	0.974356976751	1	0
SRP045711	SRS688184	SRX685306	SRR1556222	85176790	82970198	0.974093975601	1	1
SRP050551	SRS779724	SRX796279	SRR1693451	51425632	50088011	0.973989216117	1	0
SRP049462	SRS735765	SRX749884	SRR1638522	73659532	71740627	0.973948992779	1	0
SRP040275	SRS577024	SRX494808	SRR1198340	37800398	36814228	0.973911121253	1	0
SRP048685	SRS716962	SRX726144	SRR1604812	37971386	36970771	0.973648183398	1	0
SRP060355	SRS979171	SRX1081309	SRR2087314	41767044	40663743	0.973584412629	1	0
SRP044271	SRS659274	SRX651472	SRR1513804	94152680	91661870	0.973544990966	1	0
SRP045711	SRS688181	SRX685302	SRR1556218	96593266	94033829	0.973502945847	1	1
SRP050551	SRS779725	SRX796281	SRR1693453	46448698	45217167	0.973486210528	1	0
SRP060355	SRS979177	SRX1081302	SRR2087307	44100226	42928456	0.973429387868	1	0
SRP060253	SRS977096	SRX1078791	SRR2084631	40526656	39438816	0.973157420143	1	0
SRP058626	SRS943783	SRX1036658	SRR2037287	47417592	46130839	0.972863383699	1	0
SRP040998	SRS589583	SRX512212	SRR1220143	104378146	101529681	0.972710139918	1	1
SRP060253	SRS977096	SRX1078792	SRR2084632	35165688	34200144	0.972543008401	1	0
SRP050551	SRS779726	SRX796282	SRR1693454	50257070	48869564	0.972391824673	1	0
SRP040275	SRS577004	SRX494784	SRR1198304	39487656	38386533	0.972114754039	1	0
SRP040275	SRS577366	SRX495152	SRR1200250	36881650	35851344	0.972064536158	1	0
SRP040275	SRS577368	SRX495155	SRR1198659	39414042	38305975	0.971886491621	1	0
SRP040998	SRS589593	SRX512222	SRR1220153	104415112	101472515	0.971818284311	1	1
SRP060253	SRS977098	SRX1078823	SRR2084645	30817924	29949365	0.971816433839	1	0
SRP040998	SRS589595	SRX512224	SRR1220155	104365566	101417800	0.971755377631	1	1
SRP064863	SRS1117516	SRX1342001	SRR2672231	26603714	25852093	0.971747516155	1	0
SRP040275	SRS577369	SRX495156	SRR1198660	36001514	34983107	0.97171210633	1	0
SRP060253	SRS977098	SRX1078825	SRR2084646	31196422	30311515	0.971634343195	1	0
SRP040275	SRS577367	SRX495153	SRR1198658	39803332	38665699	0.971418649072	1	0
SRP060355	SRS979126	SRX1081354	SRR2087359	42881266	41654302	0.971386945525	1	0
SRP040275	SRS577031	SRX494816	SRR1198347	39916342	38773836	0.971377487446	1	0
SRP060253	SRS977096	SRX1078822	SRR2084644	32697552	31758897	0.971292805039	1	0
SRP060253	SRS977098	SRX1078826	SRR2084655	33438748	32471822	0.971083666171	1	0
SRP060355	SRS979112	SRX1081368	SRR2087373	44116944	42836837	0.970983778931	1	0
SRP067934	SRS1229394	SRX1508998	SRR3067477	50575506	49104416	0.970912994919	1	0
SRP040275	SRS577027	SRX494812	SRR1198344	40241708	39067215	0.970814037019	1	0
SRP060355	SRS979122	SRX1081358	SRR2087363	35623292	34576573	0.970617005301	1	0
SRP049462	SRS735766	SRX749885	SRR1638523	74600218	72407008	0.970600488058	1	0
SRP056498	SRS882965	SRX967512	SRR1928000	52239972	50701785	0.970555363238	1	0
SRP064863	SRS1117517	SRX1342037	SRR2672233	4127756	4005895	0.970477663893	1	0
SRP040275	SRS577026	SRX494811	SRR1198342	42167628	40919459	0.970399828987	1	0
SRP044271	SRS659276	SRX651474	SRR1513806	197828176	191960909	0.970341600885	1	0
SRP049462	SRS735764	SRX749883	SRR1638521	75689938	73438437	0.970253628692	1	0
SRP064863	SRS1117521	SRX1342025	SRR2672232	4076932	3955512	0.970217801033	1	0
SRP060355	SRS979168	SRX1081312	SRR2087317	39615904	38431901	0.970112937471	1	0
SRP040275	SRS577033	SRX494818	SRR1198349	42042742	40784332	0.970068317618	1	0
SRP028530	SRS467294	SRX331764	SRR948153	1124244	1090254	0.969766349654	0	0
SRP040998	SRS589619	SRX512248	SRR1220179	93708114	90862834	0.969636780866	1	1
SRP045711	SRS688185	SRX685307	SRR1556223	87943788	85263150	0.969518733944	1	1
SRP060355	SRS979173	SRX1081308	SRR2087313	61780962	59897476	0.969513488637	1	0
SRP058626	SRS943786	SRX1036655	SRR2037284	53053112	51422054	0.969256129593	1	0
SRP040998	SRS589587	SRX512216	SRR1220147	103993628	100736852	0.968682927381	1	1
SRP060355	SRS979125	SRX1081355	SRR2087360	44353916	42964872	0.968682720146	1	0
SRP060355	SRS979110	SRX1081370	SRR2087375	40518088	39245086	0.968581883726	1	0
SRP060355	SRS979136	SRX1081344	SRR2087349	46890382	45402998	0.968279550378	1	0
SRP064863	SRS1117493	SRX1341966	SRR2672229	185914	179986	0.968114289403	1	0
SRP060355	SRS979159	SRX1081321	SRR2087326	55292178	53528430	0.968101310822	1	0
SRP040998	SRS589621	SRX512250	SRR1220181	93381482	90394591	0.96801409727	1	1
SRP040998	SRS589585	SRX512214	SRR1220145	103539194	100219191	0.967934818963	1	1
SRP067934	SRS1229390	SRX1509003	SRR3067482	28816852	27887764	0.967758865542	1	0
SRP060355	SRS979178	SRX1081301	SRR2087306	43655792	42248001	0.967752480587	1	0
SRP049462	SRS735763	SRX749882	SRR1638520	62008272	60007343	0.967731256888	1	0
SRP060253	SRS977095	SRX1078789	SRR2084604	59621854	57696087	0.967700316733	1	0
SRP067934	SRS1229388	SRX1509004	SRR3067483	45528430	44050123	0.967530024646	1	0
SRP060253	SRS977094	SRX1078775	SRR2084426	39496928	38211338	0.967450886307	1	0
SRP048683	SRS716927	SRX725595	SRR1603663	287272866	277885717	0.967323231286	1	0
SRP064863	SRS1117506	SRX1341971	SRR2672230	148166	143315	0.967259695207	1	0
SRP060355	SRS979138	SRX1081342	SRR2087347	54418054	52631021	0.967161027111	1	0
SRP040998	SRS589623	SRX512252	SRR1220183	93899042	90801703	0.96701415761	1	1
SRP060253	SRS977094	SRX1078787	SRR2084602	48345794	46749765	0.966987221267	1	0
SRP060253	SRS977094	SRX1078786	SRR2084600	56913460	55032524	0.966950946226	1	0
SRP060355	SRS979158	SRX1081322	SRR2087327	53072650	51302959	0.966655311163	1	0
SRP060253	SRS977095	SRX1078788	SRR2084603	45414308	43898623	0.966625385991	1	0
SRP060355	SRS979167	SRX1081313	SRR2087318	34068188	32929981	0.96659032761	1	0
SRP060253	SRS977095	SRX1078790	SRR2084626	57022128	55113245	0.966523820367	1	0
SRP040998	SRS589609	SRX512238	SRR1220169	93913676	90756375	0.966380817635	1	1
SRP060355	SRS979135	SRX1081345	SRR2087350	47499576	45898759	0.966298288642	1	0
SRP040998	SRS589622	SRX512251	SRR1220182	95397692	92181084	0.966282119278	1	1
SRP060355	SRS979179	SRX1081304	SRR2087309	37339432	36075710	0.966155832258	1	0
SRP040998	SRS589603	SRX512232	SRR1220163	94270314	91068287	0.966033559621	1	1
SRP064863	SRS1115910	SRX1339072	SRR2671991	3046318	2942687	0.965981555438	1	0
SRP040998	SRS589598	SRX512227	SRR1220158	105387774	101802278	0.96597806497	1	1
SRP056498	SRS882930	SRX967547	SRR1928035	54803664	52936572	0.965931255983	1	0
SRP060355	SRS979141	SRX1081339	SRR2087344	46949772	45342570	0.965767629287	1	0
SRP064863	SRS1117475	SRX1341947	SRR2672130	15792772	15251237	0.965709946297	1	0
SRP028530	SRS467294	SRX332372	SRR948840	119552002	115444987	0.965646622965	1	0
SRP060355	SRS979121	SRX1081359	SRR2087364	38817820	37482911	0.965610923025	1	0
SRP048630	SRS716970	SRX726153	SRR1606305	313614196	302797148	0.965508423605	1	0
SRP056498	SRS882971	SRX967504	SRR1927992	60474064	58376998	0.965322886188	1	0
SRP028530	SRS467294	SRX332391	SRR948859	125914866	121543131	0.965280231486	1	0
SRP048630	SRS716968	SRX726151	SRR1606308	270820900	261411868	0.965257363815	1	0
SRP028530	SRS467294	SRX332369	SRR948838	119640078	115481561	0.965241438575	1	0
SRP040998	SRS589605	SRX512234	SRR1220165	93958894	90689391	0.965202836466	1	1
SRP060355	SRS979153	SRX1081327	SRR2087332	53535168	51671585	0.965189555397	1	0
SRP064863	SRS1117476	SRX1341949	SRR2672209	17543724	16931217	0.965086831051	1	0
SRP040998	SRS589588	SRX512217	SRR1220148	104645938	100978846	0.964957149125	1	1
SRP040998	SRS589602	SRX512231	SRR1220162	93623270	90342314	0.964955763669	1	1
SRP040998	SRS589613	SRX512242	SRR1220173	92682496	89415313	0.964748651137	1	1
SRP060355	SRS979150	SRX1081331	SRR2087336	39122046	37742471	0.964736634684	1	0
SRP028530	SRS467294	SRX332397	SRR948861	104987614	101281257	0.964697197519	1	0
SRP040998	SRS589614	SRX512244	SRR1220175	93213194	89915613	0.964623237779	1	1
SRP056498	SRS882969	SRX967505	SRR1927993	47747224	46052309	0.964502334209	1	0
SRP040998	SRS589597	SRX512226	SRR1220157	105205538	101458045	0.964379318131	1	1
SRP041736	SRS603355	SRX534638	SRR1275282	188500	181747	0.964175066313	1	0
SRP028530	SRS467294	SRX332340	SRR948795	127969988	123350200	0.963899441797	1	0
SRP048630	SRS714185	SRX727233	SRR1606301	238943444	230306474	0.963853496646	1	0
SRP028530	SRS467294	SRX332366	SRR948837	126716308	122134764	0.963844085483	1	0
SRP040998	SRS589584	SRX512213	SRR1220144	105332758	101505532	0.963665377489	1	1
SRP028530	SRS467294	SRX332370	SRR948839	98995592	95397139	0.963650371423	1	0
SRP037553	SRS556696	SRX469404	SRR1168333	199655946	192388746	0.963601384554	1	0
SRP040998	SRS589606	SRX512235	SRR1220166	93530546	90125352	0.963592706922	1	1
SRP040998	SRS589611	SRX512240	SRR1220171	93546752	90132292	0.96349996203	1	1
SRP060355	SRS979137	SRX1081343	SRR2087348	47813984	46067887	0.963481457642	1	0
SRP064863	SRS1117395	SRX1341866	SRR2672234	1194614	1150964	0.963461000792	1	0
SRP048683	SRS716930	SRX725598	SRR1603666	326962950	315000878	0.963414594834	1	0
SRP048683	SRS716928	SRX725596	SRR1603664	326769712	314812746	0.963408585432	1	0
SRP048630	SRS716967	SRX726150	SRR1606310	303365268	292241724	0.963332836111	1	0
SRP048630	SRS716969	SRX726152	SRR1606307	232692766	224158517	0.963323960832	1	0
SRP028530	SRS467294	SRX332341	SRR948831	91515646	88154147	0.963268586882	1	0
SRP028530	SRS467588	SRX332578	SRR949037	125117016	120508345	0.963165114168	1	0
SRP028530	SRS467294	SRX332395	SRR948860	106798304	102858403	0.963108955363	1	0
SRP040998	SRS589617	SRX512246	SRR1220177	93283548	89838751	0.963071762665	1	1
SRP048685	SRS716957	SRX726141	SRR1604816	24284148	23387265	0.963067141577	1	0
SRP040998	SRS589618	SRX512247	SRR1220178	93242872	89798448	0.963059653504	1	1
SRP060355	SRS979132	SRX1081348	SRR2087353	32837636	31623745	0.963033544802	1	0
SRP028530	SRS467294	SRX332195	SRR948566	120674870	116211927	0.963016798775	1	0
SRP040998	SRS589616	SRX512245	SRR1220176	92924898	89482035	0.962950048113	1	1
SRP040998	SRS589608	SRX512237	SRR1220168	93488786	90024329	0.96294253944	1	1
SRP019980	SRS266260	SRX254950	SRR796737	40017862	38533429	0.962905739442	1	0
SRP044271	SRS659278	SRX651476	SRR1513808	57161854	55039676	0.962874227278	1	0
SRP028530	SRS467294	SRX332196	SRR948567	135460806	130413513	0.962739827489	1	0
SRP050089	SRS749158	SRX764799	SRR1658438	227064642	218556344	0.962529181448	1	0
SRP028530	SRS467588	SRX332560	SRR949031	117821258	113399271	0.962468682859	1	0
SRP042184	SRS618279	SRX550542	SRR1296031	377891680	363705153	0.962458747438	1	0
SRP048683	SRS716929	SRX725597	SRR1603665	310448200	298751392	0.962322835178	1	0
SRP059579	SRS964314	SRX1064200	SRR2068820	102118830	98268892	0.962299430967	1	0
SRP028530	SRS467588	SRX332557	SRR949028	124581328	119864091	0.962135280818	1	0
SRP028530	SRS467588	SRX332562	SRR949033	118768468	114269784	0.962122236013	1	0
SRP060355	SRS979142	SRX1081338	SRR2087343	52912858	50907890	0.962108113684	1	0
SRP028530	SRS467294	SRX332375	SRR948858	128440810	123568546	0.962066075416	1	0
SRP028530	SRS467294	SRX332310	SRR948766	120510620	115938202	0.962057966344	1	0
SRP064863	SRS1117398	SRX1341869	SRR2672046	1175466	1130752	0.961960618172	1	0
SRP045711	SRS688180	SRX685303	SRR1556219	71626454	68886015	0.961739848241	1	1
SRP028530	SRS467588	SRX332558	SRR949029	129596738	124634426	0.961709591795	1	0
SRP028530	SRS467588	SRX332580	SRR949039	105527372	101463852	0.961493213344	1	0
SRP028530	SRS467588	SRX332556	SRR949014	123282152	118513924	0.961322641415	1	0
SRP040998	SRS589604	SRX512233	SRR1220164	93029544	89429471	0.961301831169	1	1
SRP028530	SRS467294	SRX332171	SRR948502	134623162	129411248	0.961285161316	1	0
SRP028530	SRS467588	SRX332576	SRR949035	129307030	124292326	0.961218628252	1	0
SRP060355	SRS979163	SRX1081317	SRR2087322	34001320	32681330	0.961178271902	1	0
SRP040998	SRS589615	SRX512243	SRR1220174	93139478	89511429	0.961047140505	1	1
SRP060355	SRS979149	SRX1081330	SRR2087335	56023410	53836466	0.960963747119	1	0
SRP060355	SRS979123	SRX1081357	SRR2087362	33047412	31757002	0.960952766891	1	0
